User_Query,Expected_URL,Expected_Ans,Expected_Title
How do I open a Fixed Deposit Account online?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,How do I open a Fixed Deposit Account online?
Why opt for IDFC FIRST Bank’s Fixed Deposits?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,Why opt for IDFC FIRST Bank’s Fixed Deposits?
What is a Recurring Deposit (RD)?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,A Recurring Deposit is a term deposit that allows customers to build up savings through periodic deposits for a pre-specified period. Interest rates on RDs are generally higher than the interest rates offered by a Savings Account. ,What is a Recurring Deposit (RD)?
What are the various modes of operation available for booking RD?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,"A RD can be opened in different modes of operation – Single, Joint, Either or Survivor, Former or Survivor OR Any or Survivor. ",What are the various modes of operation available for booking RD?
How often is interest paid out on RDs?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,Interest is paid at maturity of the RD. ,How often is interest paid out on RDs?
Is nomination facility available in RDs?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,"Yes, nomination facility is available for Recurring Deposits. However there can be only one nominee for a deposit account whether held singly or jointly.  ",Is nomination facility available in RDs?
What is the minimum and maximum monthly instalment amount to be invested in an RD at IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,"The minimum deposit amount per month is Rs. 100 and max. is Rs. 75,000/-",What is the minimum and maximum monthly instalment amount to be invested in an RD at IDFC FIRST Bank?
Is the interest earned on my Recurring Deposit taxable?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,"As per Section 194A of Income Tax Act 1961, TDS shall be deducted at the rate of 10% when interest payable or reinvested on Fixed Deposit & Recurring Deposit per customer, across all Branches, is likely to exceed Rs. 40,000/- (or Rs. 50,000/- for Senior Citizens) in a Financial Year, unless otherwise exempt under law.",Is the interest earned on my Recurring Deposit taxable?
What is the minimum and maximum tenure for recurring deposits with IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,For RDs the minimum tenure is 6 months while the maximum tenure is 10 years at the Bank. ,What is the minimum and maximum tenure for recurring deposits with IDFC FIRST Bank?
How much interest can I earn through a Recurring Deposit account?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,,How much interest can I earn through a Recurring Deposit account?
What is the eligibility to open a recurring deposit with IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,"Any customer (including NRI) who has an existing Savings Account or Current Account with the Bank can open a Recurring Deposit with the Bank. However, in case any joint holder in NRE/NRO RD is an Indian resident then only ‘Former or Survivor’ can be the mode of operation. A Resident Indian cannot be the primary holder in an NRE/NRO RD. ",What is the eligibility to open a recurring deposit with IDFC FIRST Bank?
Can I open a Recurring Deposit online?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,"Yes, RD can be opened online through Net Banking or Mobile Banking App of the Bank as well at the Bank’s branches.  ",Can I open a Recurring Deposit online?
Can I stop / close a RD before the maturity date?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,"Yes, premature withdrawal of Recurring Deposit is allowed. However, penalty if any, may be applicable. Please visit the nearest branch to know more. ",Can I stop / close a RD before the maturity date?
Can I partially withdraw funds from my RD?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,,Can I partially withdraw funds from my RD?
Will I be charged if I miss monthly installments?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit#faqs,"No, IDFC FIRST Bank does not levy penalty charges for missing monthly installments.",Will I be charged if I miss monthly installments?
How can I book NRE Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,,How can I book NRE Fixed Deposit?
In which currency is my NRE Fixed Deposit maintained?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,Your NRE Fixed Deposit will be maintained in Indian Rupees.,In which currency is my NRE Fixed Deposit maintained?
What should be the minimum tenure to earn interest on NRE Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,,What should be the minimum tenure to earn interest on NRE Fixed Deposit?
What is the maximum tenure of NRE Fixed deposits?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,The NRE deposit can be kept for a maximum of 10 years.,What is the maximum tenure of NRE Fixed deposits?
What is the interest rate for which I can open a NRE Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,,What is the interest rate for which I can open a NRE Fixed Deposit?
Will I get a chequebook and a global debit card when I open NRE Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"We share FD advice on your registered email ID, and the Deposit detailed advice can be viewed on NB and MB too. However, a chequebook and a global debit card shall not be issued.",Will I get a chequebook and a global debit card when I open NRE Fixed Deposit?
Can I repatriate funds held in my NRE Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"Yes, the funds held in your NRE Fixed Deposit are fully and freely repatriable (both principal and Interest).",Can I repatriate funds held in my NRE Fixed Deposit?
What is the minimum amount required to open a NRE Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,,What is the minimum amount required to open a NRE Fixed Deposit?
Are these deposits taxable in India?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"As per current guidelines, the principal amount as well as the interest earned on NRE deposit is exempt from Income Tax in India.",Are these deposits taxable in India?
How can I fund NRE Fixed Deposit Account?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"The NRE deposit account can be funded through:

Foreign Currency Remittances from overseas
Funds from any other FCNR account or NRE FD account in any bank in India",How can I fund NRE Fixed Deposit Account?
Can I have a joint account holder in my NRE Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,You can add Non-Resident Indians /PIOs / OCIs as Joint Account Holders. Resident Indian close relatives may be added a second holder in the account on “Former or Survivor” basis. This would allow the second holder access to account only post the demise of the NRI first holder.,Can I have a joint account holder in my NRE Fixed Deposit?
"Is premature withdrawal facility available in my NRE Fixed Deposit? If yes, what would be the fore closure charges applicable?",https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"Yes, premature withdrawal of Retail Fixed Deposit is permissible. However, the interest will be paid at the rate prevailing on the date of deposit for the tenure the deposit remained with the bank or at the contracted rate, whichever is lower. Further, the Bank will levy a penal charge from time to time for such premature withdrawals. For details of the foreclosure, charges please click here.","Is premature withdrawal facility available in my NRE Fixed Deposit? If yes, what would be the fore closure charges applicable?"
