ID,User_Query,Expected_UrL,Expected_Ans,Expected_Title,,,,,,,
28,What does Funds Transfer mean?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"A funds-transfer is simply transferring funds from your own account to any of the following:
1. Your other accounts under your user ID
2. To other beneficiaries (within IDFC FIRST Bank/outside IDFC FIRST Bank), also known as Third Party Funds Transfer

It’s one of the many advantages of Net Banking with IDFC FIRST Bank.
Funds Transfer for online Net Banking to other Banks can be of 3 types:
• IMPS, (Immediate Payment Service), is a real-time service which allows customers to transfer funds from their account to another bank account in an electronic manner. This transaction can be done 24x7. The beneficiary receives the credit instantly.
• NEFT, (National Electronic Funds Transfer) allows bank customers to transfer funds, pay credit card bills of other banks in an electronic manner to other Bank. NEFT follows RBI’s working calendar.
• RTGS, also known as Real Time Gross Settlement, is the fastest way to transfer funds in an electronic manner. Transactions are done and payments are received in real-time.",What does Funds Transfer mean?,,,,,,,
29,"What are the charges of IMPS, NEFT and RTGS?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank,There are NO charges for any funds transfer or transaction/transfer types for online Net Banking. They are free of cost.,"What are the charges of IMPS, NEFT and RTGS?",,,,,,,
30,How do I add a beneficiary to my personal Net Banking?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"In order to conduct a Third Party Transfer process for online and mobile Net Banking, you’ll need to add a beneficiary to your online bank account. Here are the steps to add one:

Log into IDFC FIRST Bank Net Banking.
Select ‘Add Beneficiary’ under ‘Funds Transfer’
Select the type of beneficiary and fill necessary details
Enter the OTP received on your registered mobile number
A notification about beneficiary addition will be sent to your registered mobile number
The beneficiary will be activated after 30 minutes of being successfully added in the account",How do I add a beneficiary to my personal Net Banking?,,,,,,,
31,How do I create a User ID and Password for my personal Net Banking?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"To access online Net Banking, you can create a user ID between 6-10 characters, which can be alphanumeric in nature.

For your personal Net Banking, please do select a user ID which is easy to remember and yet personal to you in nature. The Mobile Net Banking Password should be between 6-15 characters, and you can use a combination of characters, alphabets and numbers to create one.",How do I create a User ID and Password for my personal Net Banking?,,,,,,,
32,How do I register for online Net Banking?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Steps to register for IDFC FIRST Bank Net Banking services are as follows:

1.      Visit the IDFC FIRST Bank website, and click on ‘Login’

2.      Click on ‘Create Username’

3.      Enter UCIC/Customer ID & mobile number, and click on ‘submit’

4.      Enter Account Number, or Debit Card Number, or Loan Account Number

5.      Enter the OTP received on your registered mobile number

6.      Select your Username and create your own IDFC FIRST Bank Net Banking Password and click on submit

7.      IDFC FIRST Bank will never ask for customer-sensitive details like Username/Password in any of their communications or in person. Please do not reveal the same. To know more about safe banking practices, please click here (https://www.idfcfirstbank.com/safe-banking).",How do I register for online Net Banking?,,,,,,,
33,How can I retrieve my Username?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Follow these steps to retrieve your Username:

 

1.      Visit the IDFC FIRST Bank website, and click on Login

2.      Click on ‘Forgot Username’

3.      Enter your Customer ID & mobile number, and click on submit

4.      Enter your Account Number or Debit Card details

5.      Enter the OTP received on your registered mobile number

6.      Your Username will be sent to your registered email id. A notification about retrieval of username will be sent on your registered mobile number.

7.      You will be able to view your username on the screen as well.",How can I retrieve my Username?,,,,,,,
34,How do I retrieve my Password (IPIN)?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"One of the many benefits of Net Banking is that you can set a new password for your IDFC FIRST Bank Net Banking in a few simple steps:

 

1.      Visit the IDFC FIRST Bank website, and click on ‘Login’

2.      Click on ‘Forgot Password’

3.      Enter the username and mobile number

4.      Enter the OTP received on your registered mobile number

5.      Enter New Password and click on ‘submit’",How do I retrieve my Password (IPIN)?,,,,,,,
1,Who can apply for a Professional Loan?,https://www.idfcfirstbank.com/business-banking,"We offer our loans for professionals, including loans for doctors, to many individuals and entities. Here’s a detailed list of who can apply:

·         Graduate Allopathic Doctors

·         Post Graduate Allopathic Doctors  

·         BDS/ MDS

·         Veterinary Doctor

·         Physiotherapists

·         BAMS, BHMS

·         Diagnostic Centres & Hospitals

·         CA, CS, Architects

·         Consulting Engineers",Who can apply for a Professional Loan?,,,,,,,
2,Is this Professional Loan an unsecured loan?,https://www.idfcfirstbank.com/business-banking,"Yes, it is an unsecured loan",Is this Professional Loan an unsecured loan?,,,,,,,
3,What is the minimum work experience required to apply for a Professional Loan?,https://www.idfcfirstbank.com/business-banking,You will need to have a minimum of 5 years of work experience to apply for a Professional Loan.,What is the minimum work experience required to apply for a Professional Loan?,,,,,,,
4,What are the features of this loan?,https://www.idfcfirstbank.com/business-banking,"Below is a list of some of the many features you can access under this loan:

·         Collateral-free loan up to ₹1 crore

·         Instant loan up to ₹30 lakhs based on professional qualifications

·         Extended loans for professionals tenure up to 84 months

·         Competitive interest rates

·         Superior customer experience with easy documentation and processes

·         Funding for salaried professionals

·         Unique loan transfer and top-up facility",What are the features of this loan?,,,,,,,
5,What are the age requirements to apply for a Professional Loan?,https://www.idfcfirstbank.com/business-banking,"An applicant should be a minimum of 28 years old and a maximum of 68 years at the time of loan maturity.

(Although if your parents are in the same profession, the age norm has been relaxed to a minimum of 23 years) ",What are the age requirements to apply for a Professional Loan?,,,,,,,
6,What is the loan amount for which a customer can apply for a professional loan?,https://www.idfcfirstbank.com/business-banking,"Loan eligibility varies from customer to customer. These can be a professional loan for doctors, loans for architects, loan to chartered accountants, etc. We offer a minimum of Rs.5 lakhs up to a maximum of Rs.1 crore. ",What is the loan amount for which a customer can apply for a professional loan?,,,,,,,
7,What is the provision for any unforeseen event post availing professional loans from IDFC First Bank?,https://www.idfcfirstbank.com/business-banking,"We cannot predict future and hence we try to protect it by providing you insurance cover as below-

·        Property insurance 

·        Group term insurance

·        Life Group Credit Protect

·        Health Protect plans

·        Accident protect plan",What is the provision for any unforeseen event post availing professional loans from IDFC First Bank?,,,,,,,
